record_id,combined_text_raw,symptom_text,cause_text,action_text,asset_text,fault_class_text
INC00039620,le client source du pays remonte une extreme lenteur lors du chargement de ses camions a cause du tres faible debit de nos pompes il est egalement remonte des pannes regulieres nettoyage filtres pompe 1 et reparametrage pompe2,extreme lenteur lors du chargement a cause du tres faible debit des pompes pannes regulieres,,nettoyage filtres,pompe; filtre,dispenser related issue
INC00079450,nous avons des difficultes a lire les index de la pompe gasoil 6 en effet l ecran visu est flou pose d une glace probleme de lisibilite resolu,nous avons des difficultes a lire les index de la pompe gasoil 6,l ecran visu est flou,remplacement du plexiglass,glass,dispenser related issue
INC00083897,le tiroir caisse est coince depuis hier impossible de servir les clients urgence svp remplacement de la caisse,le tiroir caisse est coince,,remplacement de la caisse,tiroir caisse; caisse,pos related issue
INC00075383,pompe petrole affiche error et ne marche pas reorogramation du calculateur,pompe petrole affiche error pompe ne marche pas,,reprogrammation calculateur,pompe; calculateur,dispenser related issue
INC00066633,pas de pression au niveau du wash depannage en cour pour depose tete haute pression et remplacement des joints uses,pas de pression au niveau du wash,,depose tete haute pression remplacement des joints uses,jetwash; tete haute pression; joint,car wash related issue
INC00049695,bastos borne a air hors service embout defectueux remplacement de l embout air mise en service test ok,borne a air hors service,embout defectueux,remplacement embout air,embout air,car service related issue
INC00060849,la tete de gonflage est cassee remplacement de l embout de gonflage mise en service observations ok,la tete de gonflage est cassee,,remplacement embout air,embout air,car service related issue
INC00085844,la quadro 1 affiche un compte a rebours remplacement calculateur et afficheur parametrage pompe essais ok,la quadro affiche un compte a rebours,,remplacement calculateur,pompe; calculateur; afficheur,dispenser related issue
INC00071501,gasoil 1 non alimente se presente en gris fonce sur le pos alors que tout les boutons sont ouvert dans l armoire electrique remplacement batterie et parametrage pompe au pos essais ok,gasoil 1 non alimente se presente en gris fonce sur le pos alors que tout les boutons sont ouvert dans l armoire electrique,,remplacement batterie parametrage pompe au pos,pompe; fuelpos; batterie; armoire electrique,dispenser related issue
INC00073204,la manche extincteur 9k abc est cassee pose d une manche exterieur reparer,la manche extincteur 9k abc cassee,,remplacement manche extincteur,extincteur,safety related issue
INC00046945,toutes les courroies des pompes sont usees courroies remplacees,toutes les courroies des pompes sont usees,,remplacement courroies,pompe; courroie,dispenser related issue
INC00066803,pompe gasoil 02 le carburant suinte au niveau du collier du pistolet remplacement raccord pistolet et joint de raccord flexible essais ok,pompe gasoil le carburant suinte au niveau du collier du pistolet,,remplacement joint du raccord flexible,pompe; collier du pistolet; raccord pistolet; joint,dispenser related issue
INC00055467,les pompes ne servent pas station en arret depannage reprogrammation des pompes remise en service ok,les pompes ne servent pas station en arret,,reprogrammation des pompes,pompe,dispenser related issue
INC00073821,borne a air inoperante controle de la borne a air onduleur defectueux,borne a air inoperante,onduleur defectueux,controle de la borne a air,borne a air; onduleur,car service related issue
INC00085286,pompe quadro 4 affiche error reinitialisation du calculateur puis fixation correcte de la cablerie,pompe affiche error,,reinitialisation calculateur,calculateur; pompe; cablerie,dispenser related issue
INC00049708,disfonctionnement des index a la pompe g1 de mbandjock verifications et remplacement du totalisateur,disfonctionnement des index a la pompe,,remplacement totalisateur,prise electrique,electrical fault
INC00061275,la pompe affiche connect error verifications et remplacement de la batterie,la pompe affiche connect error,,remplacement batterie,batterie; pompe,dispenser related issue
INC00050115,fuites sur le pistolet pompe super 1 remplacement raccord tournant,fuites sur le pistolet pompe super,,remplacement raccord tournant,pistolet pompe; pompe; raccord tournant,dispenser related issue
INC00067616,la courroie du compresseur a air est defectueuse verification et remplacement de la courroie,la courroie du compresseur a air est defectueuse,,remplacement courroie,compresseur; courroie,car service related issue
INC00075408,bastos embout borne a air defectueux remplacement embout air ok remplacement flexible air ok,embout borne a air defectueux,,remplacement embout air,embout air; flexible air; borne a air,car service related issue
INC00070606,la pompe d attaque sert tres lentement le service est vraiment difficile parametrage pompe essais ok,la pompe d attaque sert tres lentement,,parametrage pompe,pompe,dispenser related issue
INC00038692,pompe d attaque debit tres lent filtres nettoye et pompe debit normalement,pompe d attaque debit tres lent,,nettoyage filtre,filtre; pompe,dispenser related issue
INC00068493,pompe petrole renifle pas de services intervention provisoire effectuee separateur a remplacer remplacement separateur et flotteur groupe essais ok,pompe renifle,,remplacement flotteur groupe,pompe; separateur; floteur groupe,dispenser related issue
INC00066426,borne a air non fonctionnelle remplacement du flexible air et embout air mise en service test observations okay,borne a air non fonctionnelle,,remplacement flexible air,flexible air; embout air; borne a air,car service related issue
INC00082285,toutes les pompes ont un tres grand retard pour pouvoir demarrer et c est tres frequent deja consignation de la pompe remplacement des batteries sur la pompe deconsignation remise en service test ok,toutes les pompes ont un tres grand retard pour pouvoir demarrer,,remplacement des batteries,pompe; batterie,dispenser related issue
INC00089593,borne a air ne s allume pas borne a air redemarre nb presente un fonctionnement aleatoire ceci du au infiltrations d eau pluviale,borne a air ne s allume pas,infiltrations d eau pluviale,redemarrer la borne a air,borne a air,car service related issue
INC00067271,le compresseur est hs depuis 2semaines apres intervention refection connexions electriques dans la boite de raccordement reglage pressostat moteur essais ok,le compresseur est hs,,refection connexions electriques dans la boite de raccordement reglage pressostat moteur,compresseur; pressostat,car service related issue
INC00083021,bonjour afficheur pompe gasoil defectueux afficheur repare pompe remise en service,afficheur pompe defectueux,,reparer l affcicheur,afficheur,dispenser related issue
INC00050077,la pompe super 3 de la duo 1 n aspire pas le produit purge ligne d aspiration essais ok pompe assez corrodee a remplacer,la pompe super de la duo n aspire pas le produit,,purge ligne d aspiration,pompe; ligne d aspiration,dispenser related issue
INC00060474,la seule pompe gasoil est en arret elle ne debite pas merci d intervenir en urgence remplacement batterie et fusible essais ok,pompe ne debite pas,,remplacement fusible et batterie,pompe; batterie; fusible,dispenser related issue
INC00079110,accroche extincteur sur la piste endommade observations du travail a faire besoin des supports extincteurs abc 9kg et supports pour extincteurs 2kg co2,accroche extincteur sur la piste endommade,,pose accroches extincteurs,extincteur; accroche extincteur,safety related issue
INC00049715,super 2 fuite sur le flexible remplacement raccord tournant,fuite sur le flexible,,remplacement raccord tournant,flexible pompe; raccord tournant,dispenser related issue
INC00079710,nous ne pouvons pas manipuler le fuei pos car la souris est defestueuse remplacement de la souris effectue,nous ne pouvons pas manipuler le fuei pos,la souris est defestueuse,remplacement souris,fuelpos; souris,pos related issue
INC00032372,fuel post en arret reinstallation du fuel pos,fuel post en arret,,reinstallation fuelpos,fuelpos,pos related issue
INC00060352,pompe super 2 en arret parametrage pompe essais ok 01 afficheur a remplacer,pompe super en arret,,parametrage pompe,pompe,dispenser related issue
INC00055337,borne a air inoperante remplacement embout air pcl,borne a air inoperante,,remplacement embout air,borne a air; embout air,car service related issue
INC00064084,bsr depuis pratiquement une trentainte de minute la pompe quadro 2 demarre pour le gasoil mais le super ne demarre pas remplacement relais moteur remplacement afficheur essais ok,la pompe ne demarre pas,,remplacement afficheur,pompe; relais moteur; afficheur,dispenser related issue
INC00078048,la goupille de la pompe g1 ne fonctionne plus oblige de mettre une pression manuelle remplacement garde gachette et joint pistolet essais ok,la goupille de la pompe ne fonctionne plus oblige de mettre une pression manuelle,,remplacement garde pistolet,pompe; goupille; garde pistolet; gachette pistolet; joint pistolet,dispenser related issue
INC00055501,quarto 2 n affiche pas et fuite pistolet super 1 remplacement afficheur quadro 2 reparation pistolet super 1 essais ok,fuite au pistolet,,reparation pistolet,pistolet pompe; pompe; afficheur,dispenser related issue
INC00059672,les pistolets sc3 sc4 de la quadro 2 ne fonctionnent pas remplacement relais moteur s3 4 purge et nettoyage des filtres gazoil3 4,les pistolets de la quadro ne fonctionnent pas,,purge de la ligne d aspiration,pompe; relais moteur; filtre,dispenser related issue
INC00060366,la pompe double super et gazoil signal eurror et ne peux servir remplacement batterie,la pompe double super et gazoil signal eurror et ne peux servir,,remplacement batterie,pompe; batterie,dispenser related issue
INC00066077,apres que l on ait decroche le pistolet nous constatons un bruit et le moteur de la pompe ne demarre pas rearmement disjoncteur moteur controle essais ok,apres que l on ait decroche le pistolet nous constatons un bruit le moteur de la pompe ne demarre pas,,rearmement disjoncteur,pistolet pompe; moteur; disjoncteur moteur,dispenser related issue
INC00048224,probleme lan verifications et retablissement du lan,probleme lan,,retablissement connexion lan,fuelpos,pos related issue
INC00065114,la pompe quadro 2 ne demarre pas remplacement batteries defectueuses essais ok calculateur pompe a remplacer,la pompe quadro ne demarre pas,,remplacement batterie,pompe; batterie; calculateur,dispenser related issue
INC00068509,la pompe gazole 5 ne s affiche pas afficheurs repare,la pompe gazole ne s affiche pas,,reparation affcicheur,afficheur,dispenser related issue
INC00062324,fuite enorme de super au niveau de la poulie du super 2 ce qui entraine beaucoup d embouteillage en piste raison un seul pistolet de super operationnel demontage et echange standard pieces usagees au super 2 mise en service et observation nb resorbation fuite au pistolet gazoil3,fuite enorme au niveau de la poulie,,demontage et echange standard des pieces usagees,poulie,dispenser related issue
INC00067716,les pistolets super 2 3 4 debitent en trop verification et controle debit,les pistolets debitent en trop,,controle debits,pistolet pompe,dispenser related issue
INC00059506,le pistolet g1 debite tres lentement arret pompe demontage des filtres nettoyage remontage et remise en service essai ok,le pistolet debite tres lentement,,nettoyage filtres,filtre; pompe,dispenser related issue
INC00059521,flexible borne a air defectueux raccourcissement flexible embout pose collier de serrage essais ok,flexible borne a air defectueux,,raccourcissement flexible,flexible; borne a air; flexible embout air; collier,car service related issue
INC00052889,le super de la pompe quadro ne fontionne pas repositionnement inter de buse essais ok,le super de la pompe quadro ne fontionne pas,,repositionnement inter de buse,pompe; inter de buse,dispenser related issue
INC00069785,pompe en arret remplacement courroie essais ok,pompe en arret,,remplacement courroie,pompe; courroie,dispenser related issue
INC00045847,fuite sur mesureur verifications et controle debit,fuite sur mesureur,,verification mesureur,mesureur,dispenser related issue
INC00069988,la pompe emet un bruit anormal sur gasoil 7 8 purge aspiration remplacement courroie essais ok nettoyage des filtres groupe et pistolet gasoil 1 essais ok,la pompe emet un bruit anormal,,remplacement courroie,pompe; courroie; filtre groupe; filtre pistolet,dispenser related issue
INC00086800,borne a air en panne pose d un mona de gonflage panne resolue,borne a air en panne,,remplacement mano de gonglage,mano de gonflage,car service related issue
INC00069894,service penible sur la pompe 3 car la borne se reinitialise regulierement diagnostic emetteur d impulsion et carte diadis a remplacer,service penible sur la pompe car la borne se reinitialise regulierement,,remplacement emetteur d impulsion,borne dialog; pompe; emetteur d impulsion; carte diadis,dialog related issue
INC00032371,fuel post en arret reinstallation du fuel pos,fuel post en arret,,reinstallation fuelpos,fuelpos,pos related issue
INC00079109,l ambout de gonflage de la borne a air deffectueux urgent pas d air en station embout remplace ok,l ambout de gonflage de la borne a air deffectueux,,remplacement embout air,embout air,car service related issue
INC00089622,bonjour la pompe qouadro 2 super coule au niveau du moteur et fait perdre le carburant controle et resserrage des raccords pistolets essais ok,la pompe qouadro super coule au niveau du moteur,,resserrage des raccords pistolets,pompe; moteur; raccord pistolet,dispenser related issue
INC00085150,pompes super 1 et 2 hors services redemarrage du calculateur essai de la pompe ok pompe remise en service,pompes super hors services,,redemarrage calculateur,pompe; calculateur,dispenser related issue
INC00072427,absence du raccord cassant sur le flexible de la pompe super 1 remplacement raccord pistolet et flexible essais ok,absence du raccord cassant sur le flexible de la pompe,,remplacement raccord pistolet,raccord cassant; flexible pompe; pompe; raccord pistolet,dispenser related issue
INC00052494,la pompe gozole a un probleme d afficheur en arret remplacement des afficheurs par des afficheurs echange standard essais ok,la pompe gozole a un probleme d afficheur,,remplacement afficheur,pompe; afficheur,dispenser related issue
INC00065101,borne a air ne gonfle pas le pneu ambour remplacement flexible air et flexible embout air essais ok,borne a air ne gonfle pas le pneu,,remplacement flexible embout air,borne a air; flexible air; flexible embout air,car service related issue
INC00074605,nous avons recu du gasoil hier mais nous ne pouvons pas l utiliser car la pompe n est pas fonctionnelle carriere cameroun mining group sa situee sur la route edea kribi au lieu dit bivouba controle circuit electrique et constat carte d alimentation defectueuse a remplacer intervention en cours,la pompe n est pas fonctionnelle,defaut carte d alimentation,controle circuit electrique carte alimentation a remplacer,carte d alimentation; pompe,dispenser related issue
INC00083503,le flexible du super 1 est perce laisse echapper le produit remplacement flexible et joint plat,le flexible du super est perce,,remplacement flexible,flexible pompe; joint,dispenser related issue
INC00048801,le compteur totalisateur de la pompe go2 de mindourou s est arrete raplacement cable totalisateur,le compteur totalisateur de la pompe s est arrete,,remplacement cable totalisateur,totalisateur; pompe; cable totalisateur,dispenser related issue
INC00073418,borne a air hors service car fuite d air au niveau du filtre remplacement flexible air et mano assecheur essais ok,borne a air hors service car fuite d air au niveau du filtre,,remplacement mano assecheur,borne a air; filtre; flexible air; mano assecheur,car service related issue
INC00068492,pompe petrole renifle pas de services intervention provisoire effectuee separateur a remplacer remplacement separateur et flotteur groupe essais ok,pompe renifle,,remplacement flotteur groupe,pompe; separateur; floteur groupe,dispenser related issue
INC00039606,pompe petrole affiche conn error fixation correcte de la carte echelon reinitialisation du calculateur et remise en service ok de la pompe petrole,pompe affiche conn error,,fixation correcte de la carte echelon reinitialisation du calculateur remise en service de la pompe petrole,pompe; carte echelon; calculateur,dispenser related issue
INC00073613,the pistolate of pompe gasoil is not functionning well and is difficult to make services remplacement pistolet essais ok,the pistolate of pompe gasoil is not functionning well,,remplacement pistolet,pistolet pompe,dispenser related issue
INC00071178,l une des pompes a bollore sert jusqu a 800 litres elle revient a 0 et l autre c est jusqu a 300 litres elle revient seule nb site bollore kribi parametrage volume et montant maxi sur la pompe essais ok,l une des pompes a bollore sert jusqu a 800 litres elle revient a 0 l autre c est jusqu a 300 litres elle revient seule,,parametrage volume et montant maxi sur la pompe,pompe,dispenser related issue
INC00040632,la borne a aire inoperante remplacement flexible air,la borne a aire inoperante,,remplacement flexible air,borne a air; flexible air,car service related issue
INC00065153,fuite sur accordeon depannage pistolet et collage de l accordeon mise en service observations okay,fuite sur accordeon,,collage de l accordeon,accordéon; pistolet pompe,dispenser related issue
INC00075571,pistolet d attaques s1 mis hors service pour debit non conforme apres le passage de la brigade regionale controle de debit et verification metrologique nb constat de la fuite sur la tuyauterie de refoulement du gazoil1 travaux en regie,pistolet mis hors service pour debit non conforme apres le passage de la brigade regionale,,controle de debit et verification metrologique,pistolet pompe,dispenser related issue
INC00064618,la canne a graisse defectueuse et ne sort plus le produit pistolet graisse canne graisse reparer et remise en service,la canne a graisse defectueuse et ne sort plus le produit,,reparation pistolet graisse,pistolet graisse; canne a graisse,car service related issue
INC00085675,la pompe petrole aspire tres lentement et debite en trop nettoyage des filtres pompe petrole controle debit ok sur quadro 1et 2 gasoil nettoyage des filtres groupes et pistolets nettoyage des clapets ris controle des poulies et courroies essais ok vannes de retenu des cuves gasoil a nettoyer remplacer ou supprimer,la pompe debite en trop,,controle debit,pompe; filtre groupe; filtre pistolet; vanne de retenu de cuve; poulie; courroie,dispenser related issue
INC00078425,bac a huile defectueux mano assecheur en panne fuite dans les canalisation d air verification du fonctionnement des equipements tuyauterie d air et verification de l etat du mano assecheur observations de l etat du kerobar ok elements de devis a remonter,fuite dans les canalisation d air,,verification du fonctionnement des equipements tuyauterie d air,kerobar; tuyauterie d air; bac a huile; mano assecheur,car service related issue
INC0004754,a chaque fois que le pistolet de la pompe gasoil 1 est utilise le pistolet se retire subitement creant ainsi l arret de la distribution du gazoil raccord flexible repare pompe gasoil 1 remise en service,le pistolet se retire subitement,,repareration raccord flexible,raccord flexible,dispenser related issue
INC00072231,pompe en arret remplacement batterie programmation pompe essais ok,pompe en arret,,remplacement batterie reprogrammation pompe,pompe; batterie,dispenser related issue
INC00082322,la borne a air ne fonctionne pas remplacement mano de gonflage essais ok,la borne a air ne fonctionne pas,,remplacement mano de gonflage,borne a air; mano de gonflage,car service related issue
INC00062511,apres la coupure du courant la pompe super 5 et 6 ne fonctione pas elle affiche bas error et sa deconpte seul sans arret reinitialisation pompes parametrage essais ok,apres la coupure du courant la pompe super ne fonctione pas pompe affiche bas error pompe deconpte seul sans arret,,parametrage pompe,pompe,dispenser related issue
INC00078424,bac a huile defectueux mano assecheur en panne fuite dans les canalisation d air verification du fonctionnement des equipements tuyauterie d air et verification de l etat du mano assecheur observations de l etat du kerobar ok elements de devis a remonter,fuite dans les canalisation d air,,verification du fonctionnement des equipements tuyauterie d air,kerobar; tuyauterie d air; bac a huile; mano assecheur,car service related issue
INC00080222,fuite au niveau des raccords tournant pistolets gasoil remplacement du raccord et joint,fuite au niveau des raccords tournant pistolets gasoil,,remplacement joint pistolet,raccord tournant; joint; pistolet pompe,dispenser related issue
INC00071955,pompe quadro 1 affiche eror en arret pour le moment merci pour votre intervention urgente remplacement batterie sur pompe quadro 1 reinitialisation pompe quadro 3 essais ok,pompe affiche eror pompe en arret pour le moment,,remplacement batterie,pompe; batterie,dispenser related issue
INC00072352,gasoil 4 coule au niveau de la jonction pistolet sur tuyau remplacement flexible reparation pistolet essais ok,gasoil coule au niveau de la jonction pistolet sur tuyau,,reparation pistolet,flexiblepompe;  pistolet pompe,dispenser related issue
INC00048080,pistolet super 1 est hors service verifications et nettoyage du clapet ris,pistolet super est hors service,,nettoyage clapet ris,clapet ris,dispenser related issue
INC00072252,la borne a air ne fonctionne pas pose d un mano assecheur sur la ligne nettoyage electrovannes et embout air essais ok,la borne a air ne fonctionne,,nettoyage electrovanne nettoyage embout air,borne a air; mano assecheur; electrovanne; embout air,car service related issue
INC00059537,la pompe petrole ne se ferme pas reparation serrure pompe petrole,la pompe ne se ferme pas,,reparation serrure,pompe; serrure,dispenser related issue
INC00089628,la pompe petrole ne demarre pas remplacement batteries et cosses sur petrole et d quadro 3 essais ok,la pompe ne demarre pas,,remplacement des cosses batterie,pompe; batterie; cosse batterie,dispenser related issue
INC00071179,l une des pompes a bollore sert jusqu a 800 litres elle revient a 0 et l autre c est jusqu a 300 litres elle revient seule nb site bollore kribi parametrage volume et montant maxi sur la pompe essais ok,l une des pompes a bollore sert jusqu a 800 litres elle revient a 0 l autre c est jusqu a 300 litres elle revient seule,,parametrage volume et montant maxi sur la pompe,pompe,dispenser related issue
INC00050941,bruit anormal au niveau du quadro 1 de la pompe gazole reglage tension courroie et controle alignement poulies essais ok,bruit anormal au niveau du quadro 1 de la pompe gazole,,alignement des poulies,pompe; courroie; poulie,dispenser related issue
INC00088772,pompe quadro 2 s arrete de temps en temps pendant le service et affiche error merci pour votre intervention urgente remplacement batteries defectueuses et refection des cosses batteries essais ok,pompe quadro s arrete de temps en temps pendant le service et affiche error,defaut batterie,refection des cosses batterie,pompe; batterie; cosse batterie,dispenser related issue
INC00035691,les chiffres en volume sur le tableau de la pompe super 1 et gazole 1 ne se lisent pas afficheur lcd remplace,les chiffres en volume sur le tableau de la pompe ne se lisent pas,,remplacement afficheur,pompe; afficheur,dispenser related issue
INC00068868,le pistolet gazole3 saute pendant le service reglage pistolet demontage clapet pistolet nettoyage remontage mise en service observations bonne ok,le pistolet saute pendant le service,,reglage pistolet nettoyage clapet pistolet,pistolet pompe; clapet pistolet,dispenser related issue
INC00064405,la pompe quadro 3 ne demarre pas verifications et reconfiguration de la pompe,la pompe quadro ne demarre pas,,reconfiguration pompe,pompe,dispenser related issue
INC00071467,pompe en arre index bloque verifications et remplacement du cable totalisateur,pompe en arre index bloque,,remplacement cable totalisateur,pompe; totalisateur; cable totalisateur,dispenser related issue
INC00059123,afficheur cote gasoil de la duo 3 hors service remplacement afficheur wwc,afficheur cote gasoil de la duo hors service,,remplacement afficheur,afficheur,dispenser related issue
INC00075116,le panneau de la borne a air n est plus fixe convenablement au sol et se rabat sur le mur verifications et refixation de la borne a air,le panneau de la borne a air n est plus fixe convenablement au sol panneau rabat sur le mur,,refixation de la borne a air,borne a air; panneau,car service related issue
INC00086721,la seule pompe gazole duo fonctionnelle fait des prise d air consignation de la pompe demontage des clapets ris remplacement des joints des clapets ris remontage des clapets deconsignation remise en service des pompes test ok,la seule pompe gazole duo fonctionnelle fait des prise d air,,remplacement des joints clapet ris,clapet ris; joint clapet ris; pompe,dispenser related issue
INC00059870,demande en urgence d un controle debit sur tous les distributeurs car nous constayons sur une semaine d enormes pertes de produits pendant le sevice controle debit des pompes,demande en urgence d un controle debit sur tous les distributeurs car nous constayons sur une semaine d enormes pertes de produits pendant le service,,controle debit,pompe,dispenser related issue
INC00048304,quadro super petit cote n aspire pas le produit amorcage de la pompe gasoil et reprogrammation du calculateur super7 8,quadro super petit cote n aspire pas le produit,,amorcage de la pompe,pompe; calculateur,dispenser related issue
INC00069245,canne a huile courte impossible de vider le kerobar canne a huile a remplacer,canne a huile courte impossible de vider le kerobar,,canne a remplacer,canne a huile; kerobar,car service related issue
INC00080714,le flexible c est detache du pistolet de la pompe dialog bien vouloir intervenir au plus vite ils ont plein de camion qui attendent verifications et remplacement du flexible,le flexible c est detache du pistolet de la pompe dialog,,remplacement flexible,flexible; pompe dialog,dispenser related issue
INC00070524,pompes gasoil en arret nettoyage des filtres groupe et pistolet essais ok,pompes gasoil en arret,,nettoyage filtres,pompe; filtre groupe; filtre pistolet,dispenser related issue
INC00085152,la pompe affiche conn error lorsqu on la decroche verification de la panne arret de la pompe remplacement de la carte echelon remise en service test ok,la pompe affiche conn error lorsqu on la decroche,,remplacement carte echelon,pompe; carte echelon,dispenser related issue
INC00079038,la borne affiche le message erreu pompe non connecte a la borne code 0029 a chaque fois qu on active une pompe sur la borne verifications et reconnection des cables,la borne affiche le message erreu pompe non connecte a la borne code 0029 a chaque fois qu on active une pompe sur la borne,,reconnection des cables,borne dialog; pompe; cable,dialog related issue
INC00044723,le super 3 et gazole 3 est en aret ca ne fonctionne pas perte en vente redemarrage de la pompe essais ok,le super et gazole est en aret pompe ne fonctionne pas,,redemarrage pompe,pompe,dispenser related issue
INC00087835,les filtres de la pompe gasoil 2 et gasoil 5 sont bouches les produits ne sortent pas filtre nettoyer pompe remise en service,les produits ne sortent pas,filtres bouches,nettoyage filtres,filtre,dispenser related issue
INC00083504,le flexible du super 1 est perce laisse echapper le produit remplacement flexible et joint plat,flexible laisse echapper le produit,,remplacement joint,flexible pompe; joint,dispenser related issue
INC00055629,borne a air en panne se deprogramme toute seule remplacement enbout air,borne a air en panne borne a air se deprogramme toute seule,,remplacement enbout air,borne a air; embout air,car service related issue
INC00082926,l ordinateur du fuel post sifflotte a chaque moment bruit normal debranchement du cable son,l ordinateur du fuel post sifflotte a chaque moment,,debranchement du cable son,fuelpos; cable son,pos related issue
INC00044802,flexible borne a air hs besoin d un remplacement urgent pas d air en station remplacement flexible air essais ok,flexible borne a air hs pas d air en station,,remplacement flexible air,borne a air; flexible air,car service related issue
INC00048291,fuel pos en arret intervention faite passage des pompes en manuelles et recuperation fuelpos pour arrangement ok,fuel pos en arret,,passage des pompes en manuel,fuelpos,pos related issue
INC00034107,mano de gonflage inoperant fourniture mano,mano de gonflage inoperant,,remplacement mano de gonflage,mano de gonflage,car service related issue
INC00049436,impossible de graisser en station pas de canne a graisse installation d une canne a graisse,impossible de graisser en station,pas de canne a graisse,installation d une canne a graisse,canne a graisse,car service related issue
INC00062912,pompe 1 afficheur defectueux urgence signale remplacement afficheur,pompe afficheur defectueux,,remplacement afficheur,pompe; afficheur,dispenser related issue
INC00059001,la pompe quadro 2 ne demarre pas toujours pompe en cours de reparation calculateur hs a remplace,la pompe quadro ne demarre pas,defaut calculateur,remplacement calculateur,pompe; calculateur,dispenser related issue
INC00063110,la pompe duo 2 renifle le super coule pendant le service remplacement joint de flasque groupe essais ok,la pompe renifle le super coule pendant le service,,remplacement joint du flasque groupe,pompe; joint du flasque groupe,dispenser related issue
INC00082164,bonjour te nlobisson pompe super 3 flexible perce fuite enorme du carburant a remplacer urgent svp flexible remplace,pompe super flexible perce fuite enorme du carburan,,remplacement flexible,pompe; flexible pompe,dispenser related issue
INC00051596,flexible borne a air defectueux intervention faite remplacement flexible air mise en service test ok,flexible borne a air defectueux,,remplacement flexible air,flexible air,car service related issue
INC00089620,bonjour la pompe qouadro 2 super coule au niveau du moteur et fait perdre le carburant controle et resserrage des raccords pistolets essais ok,la pompe qouadro super coule au niveau du moteur,,controle pompe,pompe; moteur; raccord pistolet,dispenser related issue
INC00089594,borne a air ne s allume pas borne a air redemarre nb presente un fonctionnement aleatoire ceci du au infiltrations d eau pluviale,borne a air ne s allume pas,infiltrations d eau pluviale,redemarrer la borne a air,borne a air,car service related issue
INC00075133,pompe duo le super ne donne pas ca plante reinitialisation pompe essais ok,pompe duo le super ne donne pas ca plante,,reinitialisation pompe,pompe,dispenser related issue
INC00069119,probleme lan communication pos routeur retablie,probleme lan,,retablir la communication pos routeur,routeur; fuelpos,pos related issue
INC00059522,fuite de carburant pendant le service car raccord cassant inoperant remplacement des joints et raccords sur pistolets super 1 gasoil 1 et gasoil 2 essais ok,raccord cassant inoperant,,remplacement raccord pistolet,raccord cassant; joint; raccord pistolet,dispenser related issue
INC00069003,la pompe super 3 n aspire pas le produit nettoyage filtres controle courroie nettoyage by pass essais ok,la pompe n aspire pas le produit,,nettoyage filtres,pompe; filtre; courroie; bypass,dispenser related issue
INC00083312,a la pompe gasoil 7 le tableau d affichage affiche setup reprogrammation pompe essais ok mais en observation eprom a remplacer,a la pompe gasoil le tableau d affichage affiche setup,,remplacement eeprom reprogrammation pompe,pompe; eeprom,dispenser related issue
INC00058509,bonjour le gazole coule au niveau des pistolet sur la quadro 3 et lorsqu on decroche les pistolets de cette quadro elle a une forte vibration comme si elle va tomber merci verifications et remplacement des joints et courroie essai ok,le gazole coule au niveau des pistolet sur la quadro,,remplacement joint pistolet,joint pistolet; courroie,dispenser related issue
INC00065139,le flexible de la borne a air endommager sur l ensemble echange standard flexibles defectueux test et mise en service ok,le flexible de la borne a air endommager,,remplacement flexible,flexible air; borne a air,car service related issue
INC00084198,imprimante non connecte au back office impossible d imprimer installation du pilote de l imprimante,imprimante non connecte au back office impossible d imprimer,,installation du pilote de l imprimante,back office; imprimante ticket,pos related issue
INC00078031,la pompe super1 marque error mais le produit sort et le flexible de super 2 s est detache reparation enrouleur flexible super 2 resorption fuite sur raccord pistolet gasoil 2 essais ok,le flexible de super s est detache,,reparation enrouleur flexible,pompe; flexible pompe; enrouleur flexible; raccord pistolet,dispenser related issue
INC00064897,la pompe quadros 1 quand on sert on raccroche cela revient a zero verifications et remplacement du clavier,la pompe quadros 1 quand on sert on raccroche cela revient a zero,,remplacement clavier,pompe; clavier pompe,dispenser related issue
INC00056894,la pompe quadro nouvellement installee sert mais ne depasse pas 200000 francs d ou il faut reprendre le service a zero parametrage pompe essais ok,la pompe quadro nouvellement installee sert mais ne depasse pas 200000 francs,,parametrage pompe,pompe,dispenser related issue
INC00078791,le pistolet g3 prends de l air joint d effectueux au niveau de la manifuld a refaire,le pistolet prends de l air,defaut de joint au niveau du manifold,joint d effectueux au niveau de la manifold a refaire,joint manifold; pistolet pompe,tank related issue
INC00063638,la courroie de la quadros une crie et quand on sert une grande quantite a 200000 francs cela s arrete ceci en gasoil remplacement courroie parametrage pompe essais ok,quand on sert une grande quantite a 200000 francs cela s arrete,,parametrage pompe,courroie; pompe,dispenser related issue
INC00079624,dysfonctionnement de la jauge electronique remplacement de la batterie,dysfonctionnement de la jauge electronique,,remplacement batterie,jauge electronique; batterie,tank gauge related issue
INC00064435,bonjour le quadro 3n aspire pas le super amorcage du groupe de pompage,le quadro n aspire pas le super,,amorcage de la pompe,pompe; groupe de pompage,dispenser related issue
INC00078810,fuites sous la pompe gasoil 4 remplacement joint elaflex,fuites sous la pompe,,remplacement joint elaflex,pompe; joint,dispenser related issue
INC00067474,pistolet gasoil endommage remplacement du pistolet,pistolet gasoil endommage,,remplacement pistolet,pistolet pompe,dispenser related issue
INC00073053,la pompe super 2 affiche id 61 err 111 reprogramation du calculateur,la pompe super affiche id 61 err 111,,reprogrammation calculateur,pompe; calculateur,dispenser related issue
